date,updated_at,public_read_schema_version,baseline_instruction,reserve_instruction,market_context,source_health,coverage_status,behavior_change,context_change,combined_translation,plan_summary,posture,action,run_usability,run_quality,coverage,btc_reference_price_usd,reserve_balance_after,benchmark_calculated,benchmark_eligibility,benchmark_withheld_reason,benchmark_public_status,benchmark_internal_status,benchmark_value_exposure,benchmark_difference_pct,benchmark_status,summary_rationale
2026-08-21,2026-08-21T09:00:23.725Z,public_read_v1,continue,hold,unclear,reduced,limited,no,no,scheduled_plan_unchanged,Written baseline unchanged; optional reserve held,indeterminate,insufficient_signal,Reduced,degraded,Limited,78870,0,yes,withheld,Degraded Run,withheld,in_line,calculated_not_publicly_interpretable,0,withheld,Not enough data to confidently assess a regime.
